,example_index,input_prompt,predicted_text,decode_method,temperature,model,prompt_type,meaning,predicted_meaning,gt_meaning,lyrics,artist,title
136,1158,"<|startoftext|> lyrics: And in the end, you’ll have your best friend. meaning:","<|startoftext|> lyrics: And in the end, you’ll have your best friend. meaning: Your best friend will also “pass away” (the guy who is best friends with him won’t have any more fun with you, and you’ll be so lonely), but you’ll miss him when he’s gone. ",top-p sampling,0.95,gpt2-medium,lyrics_meaning,," Your best friend will also “pass away” (the guy who is best friends with him won’t have any more fun with you, and you’ll be so lonely), but you’ll miss him when he’s gone. ",a relationship is best when you can treat each other like best friends,"And in the end, you’ll have your best friend",Christina Perri,​penguin
137,2907,"<|startoftext|> lyrics: Lovely Rita, meter maid
 Lovely Rita, meter maid. meaning:","<|startoftext|> lyrics: Lovely Rita, meter maid
 Lovely Rita, meter maid. meaning: Very good, very good. “No” is usually followed by the words “Yes”. Rita ",top-p sampling,0.95,gpt2-medium,lyrics_meaning,," Very good, very good. “No” is usually followed by the words “Yes”. Rita ","2D interpolates the chorus of legendary English band The Beatles‘ June 1967 track “Lovely Rita.” The band has taken inspiration from The Beatles many times before, exemplified by the cover art of their May 2005 record Demon Days, which drew many comparisons to the art of The Beatles’ May 1970 record, Let It Be:



When asked “Who’s Rita?” by BBC Radio 1’s Annie Mac, the group said:

It’s a lovely name to sing… I sort of think it’s about instant gratification, it doesn’t last. And there’s lots of that around today.","Lovely Rita, meter maid
 Lovely Rita, meter maid",Gorillaz,Momentary Bliss
138,3004,"<|startoftext|> lyrics: Forget Karate Kid and these wooden blocks, I chop through concrete
 Concrete, concrete, concrete!. meaning:","<|startoftext|> lyrics: Forget Karate Kid and these wooden blocks, I chop through concrete
 Concrete, concrete, concrete!. meaning: I feel the cold on my face, as if I’m passing through life like Dr. Youngstick’s voice
 “Concrete” is a name used for a drug, like street-level ecstasy. And it’s a cliche story of a people who grew up in concrete apartment buildings with unhealthy coping mechanisms. It’s sad to say that, in real life, I don’t see concrete blocks as really tangible being metaphors. In reality, I see a lot of concrete things, and concrete forms of representation of one’s emotions. ",top-p sampling,0.95,gpt2-medium,lyrics_meaning,," I feel the cold on my face, as if I’m passing through life like Dr. Youngstick’s voice
 “Concrete” is a name used for a drug, like street-level ecstasy. And it’s a cliche story of a people who grew up in concrete apartment buildings with unhealthy coping mechanisms. It’s sad to say that, in real life, I don’t see concrete blocks as really tangible being metaphors. In reality, I see a lot of concrete things, and concrete forms of representation of one’s emotions. ","Continuing with the martial arts movie metaphors, his prowess is on a whole other level.

Your Rhymes:



His Rhymes:","Forget Karate Kid and these wooden blocks, I chop through concrete
 Concrete, concrete, concrete!",Gorillaz,Clint Eastwood (Phi Life Cypher Version)
139,4004,"<|startoftext|> lyrics: She said, “’Cause He made you perfect, babe”. meaning:","<|startoftext|> lyrics: She said, “’Cause He made you perfect, babe”. meaning: You’re the one that’s perfect, who’s perfect for you. ‘Cause he’s so perfect, he’s kind of selfish and he’s making you perfect. ",top-p sampling,0.95,gpt2-medium,lyrics_meaning,," You’re the one that’s perfect, who’s perfect for you. ‘Cause he’s so perfect, he’s kind of selfish and he’s making you perfect. ",“Cause he made you perfect” is a direct reference to God and the perception that he made everybody in his image. It emphasizes the fact that everyone is perfect in their own way.,"She said, “’Cause He made you perfect, babe”",Lady Gaga,Born This Way
140,6608,"<|startoftext|> lyrics: All in all, you’re just another brick in the wall. meaning:","<|startoftext|> lyrics: All in all, you’re just another brick in the wall. meaning: “All in all, you’re just another brick in the wall”. ",top-p sampling,0.95,gpt2-medium,lyrics_meaning,," “All in all, you’re just another brick in the wall”. ","As represented by the children in large cubicles, and later faceless masks, they became an amorphous, indistinguishable mass, akin to a brick wall.



This can also be taken as a sort of dismissal of the teacher’s authority – “you are no better than me or anyone else. You are using your age and position of power to take advantage of me” (and the previous song shows that in their homes, the teacher would’ve been subdued by their wives).  In Pink’s point of view, the teacher’s abuse is another brick  that helped him build the Wall that separated him from everyone else (“you are another mental scar that will effect how I am and how I treat others in the future”).","All in all, you’re just another brick in the wall",Pink Floyd,"Another Brick in the Wall, Pt. 2"
141,8000,"<|startoftext|> lyrics: I ask the traffic lights if it’ll be alright
 They say, “I don’t know”. meaning:","<|startoftext|> lyrics: I ask the traffic lights if it’ll be alright
 They say, “I don’t know”. meaning: There’s no answer. We have this whole war. For over 2 years, we’ve had real violence in front of our windows. And it’s starting to look a lot like 2016. ",top-p sampling,0.95,gpt2-medium,lyrics_meaning,," There’s no answer. We have this whole war. For over 2 years, we’ve had real violence in front of our windows. And it’s starting to look a lot like 2016. ","In a tumblr post, Taylor explained the meaning behind this peculiar phrase:

[it’s] like how when you’re struggling through something time slows down and everything is a sign and you’ll take advice from a tree because you’re just GOIN THROUGH IT MAN.

She mentioned that she enjoys the memes fans have created for the line.



It also links back to “Cornelia Street,” the previous song, in which Swift sings:

As if the street lights pointed in an arrow head
Leading us home

If the relationship ends, not only will she never walk Cornelia Street again, but she will also be lost without the traffic lights to guide her.

Asking the traffic lights shows her desperation and lack of direction because it implies that she is so desperate for a sign, that she is willing to look anywhere.","I ask the traffic lights if it’ll be alright
 They say, “I don’t know”",Taylor Swift,Death by a Thousand Cuts
142,8009,"<|startoftext|> lyrics: And if this is the long haul
 How’d we get here so soon?. meaning:","<|startoftext|> lyrics: And if this is the long haul
 How’d we get here so soon?. meaning: This song is about the fact that, as an adult, you don’t know who you’re going to be tomorrow. You still make the same mistakes. So it’s also kind of a plan you had in mind, which you did. I feel like this song, I’m kind of like a cuddly cat at that age, and I couldn’t quite shake the feeling that the culture I’m in is teaching me not to be that kind of person or that kid that will have a long day. It’s just ingrained into me when I wake up.

This should",top-p sampling,0.95,gpt2-medium,lyrics_meaning,," This song is about the fact that, as an adult, you don’t know who you’re going to be tomorrow. You still make the same mistakes. So it’s also kind of a plan you had in mind, which you did. I feel like this song, I’m kind of like a cuddly cat at that age, and I couldn’t quite shake the feeling that the culture I’m in is teaching me not to be that kind of person or that kid that will have a long day. It’s just ingrained into me when I wake up.

This should","The reference to ‘the long haul’ suggests that they assumed their relationship would be forever, and the narrator seems confused, asking ‘how’d we get here so soon?’ The ‘here’ she refers to could be the here on the verge of their break up, or just the part in their relationship where she feels alone","And if this is the long haul
 How’d we get here so soon?",Taylor Swift,​coney island
143,10003,"<|startoftext|> lyrics: I know that you’re hesitating because even if you say the truth
 In the end it will all return as scars. meaning:","<|startoftext|> lyrics: I know that you’re hesitating because even if you say the truth
 In the end it will all return as scars. meaning: I know you’re trying to hide it because you know it’s hard to face. ",top-p sampling,0.95,gpt2-medium,lyrics_meaning,, I know you’re trying to hide it because you know it’s hard to face. ,Because there is no point in saying the truth cause even bitter truth will scar your soul as u r saying it and it will scar the person and ur relationship as well,"I know that you’re hesitating because even if you say the truth
 In the end it will all return as scars",Genius English Translations,BTS - Magic Shop (English Translation)
144,11008,<|startoftext|> lyrics: [Interlude]. meaning:,"<|startoftext|> lyrics: [Interlude]. meaning: As it moves through the world
 There is never a reason to trust.
 It is what it is, and the effects of choice, the periods of life. answer: Love

Love is unbreakable. Even if you cannot emotionally connect to someone, love can bring you joy and happiness. “Love is the most precious of all gifts ‘cause you can’t play the same role for three decades. (Those are the dark times between the highs.) You can’t be married or have children and just sit around and  listen to the songs for weeks at a time. You might find that love keeps",top-p sampling,0.95,gpt2-medium,lyrics_meaning,," As it moves through the world
 There is never a reason to trust.
 It is what it is, and the effects of choice, the periods of life. answer: Love

Love is unbreakable. Even if you cannot emotionally connect to someone, love can bring you joy and happiness. “Love is the most precious of all gifts ‘cause you can’t play the same role for three decades. (Those are the dark times between the highs.) You can’t be married or have children and just sit around and  listen to the songs for weeks at a time. You might find that love keeps","The audio clip here is taken from a fight on June 27, 2016 before a concert due to a failed collaboration with rapper @Not_Linden. X then went to his show and “sucker punched” him, to which they continued to fight outside, with X winning in the end.

https://twitter.com/Not_Linden/status/747986526110425088",[Interlude],XXXTENTACION,YuNg BrAtZ
145,12005,"<|startoftext|> lyrics: Well, he seemed broken hearted
 Somethin’ within him. meaning:","<|startoftext|> lyrics: Well, he seemed broken hearted
 Somethin’ within him. meaning: He told his lover to “Laugh” ‘cause he’s become’s
 The Internet would curse his name forever. ",top-p sampling,0.95,gpt2-medium,lyrics_meaning,," He told his lover to “Laugh” ‘cause he’s become’s
 The Internet would curse his name forever. ","Nicks told Billboard that this lyric was inspired by Tom Petty:

‘Edge of Seventeen’ is also a little bit about Tom. ‘He seemed broken hearted/Somethin’ within him,‘ that was [his wife] Jane talking about Tom. I bet a lot of people thought I was talking about me, but I was chronicling their relationship as she told it to me.

She also explained how Jane inspired the song’s title:

I asked Tom’s wife, Jane, when she met him. She said, ‘I met him at some point during the age of 17.’ But I thought she said, ‘The edge of 17.’ I said, ‘Jane, can I use that? Can I write a song called “Edge of Seventeen”?’","Well, he seemed broken hearted
 Somethin’ within him",Stevie Nicks,Edge of Seventeen
146,1001,"<|startoftext|> lyrics: Here I go, on my own
 I don’t need nobody, better off alone
 Here I go, on my own now
 I don’t need nobody, not anybody
 Here I go (Here I go, here I go, here I go...). meaning:","<|startoftext|> lyrics: Here I go, on my own
 I don’t need nobody, better off alone
 Here I go, on my own now
 I don’t need nobody, not anybody
 Here I go (Here I go, here I go, here I go...). meaning: i don’t need anybody i can’t trust in life to help me
 i don’t need nobody i can’t trust in life
 i don’t need nobody i can’t trust in life
 i don’t need nobody i can’t trust in life

to when the day has gone
 i don’t need anybody i can’t trust in life to help me
  and now i’m a wreck i can’t trust myself to heal
 i don’t need nobody i can’t trust in life to help",top-p sampling,0.95,gpt2-medium,lyrics_meaning,," i don’t need anybody i can’t trust in life to help me
 i don’t need nobody i can’t trust in life
 i don’t need nobody i can’t trust in life
 i don’t need nobody i can’t trust in life

to when the day has gone
 i don’t need anybody i can’t trust in life to help me
  and now i’m a wreck i can’t trust myself to heal
 i don’t need nobody i can’t trust in life to help","Britney is ready to be a fully in control of her craft, without her management team pressurizing and influencing her decisions. She also started to write her own songs, most notably on her fourth studio album, In The Zone.

At some point, she also wanted to create her own record label.","Here I go, on my own
 I don’t need nobody, better off alone
 Here I go, on my own now
 I don’t need nobody, not anybody
 Here I go (Here I go, here I go, here I go...)",Britney Spears,Stronger
147,12003,"<|startoftext|> lyrics: Well, I won’t back down
 No, I won’t back down
 You can stand me up at the gates of hell
 But I won’t back down. meaning:","<|startoftext|> lyrics: Well, I won’t back down
 No, I won’t back down
 You can stand me up at the gates of hell
 But I won’t back down. meaning: It’s alright, so long as you continue to be involved with him. ",top-p sampling,0.95,gpt2-medium,lyrics_meaning,," It’s alright, so long as you continue to be involved with him. ","Everyone of us experiences failure, rejection and negativism. Petty has experienced it in his own life, from music critics to obsessed fans.
His advice is to focus on your goal and how you’re going to get there.



– Just beyond the gates of hell","Well, I won’t back down
 No, I won’t back down
 You can stand me up at the gates of hell
 But I won’t back down",Tom Petty,I Won’t Back Down
148,3001,"<|startoftext|> lyrics: I been stoned; ever since the days of creation, I’ve been red. meaning:","<|startoftext|> lyrics: I been stoned; ever since the days of creation, I’ve been red. meaning: so yes, I’ve been lucky
 When I’ve been in some bad situations
 Any women I’ve gone out with, they’ve also been red
 Every time I drive down the road
 And I feel the same way. answer: The hook parallels a line from his song “There’s a God,” where he sings:

I’m like a round red guy
Uh, ain’t no men my size (I’m a red guy)

In the scene where the character sativa’s jade (gravel in the background",top-p sampling,0.95,gpt2-medium,lyrics_meaning,," so yes, I’ve been lucky
 When I’ve been in some bad situations
 Any women I’ve gone out with, they’ve also been red
 Every time I drive down the road
 And I feel the same way. answer: The hook parallels a line from his song “There’s a God,” where he sings:

I’m like a round red guy
Uh, ain’t no men my size (I’m a red guy)

In the scene where the character sativa’s jade (gravel in the background","He is talking about how he is always high but the wordplay may actually go deeper.

“Stoned ever since the days of creation” could be a historical reference to the Stone Age, one of the earliest times for mankind, named after primitive humans creating stone tools. This could tie in with the Flintstones reference from earlier.

It could also be biblical, as the “days of creation” in the Bible are the days in which God created the universe. The “been stoned” part may be a reference to John 8:7 from the Bible, which says “Let any one of you who is without sin be the first to throw a stone at her”. The verse means that you shouldn’t shame others if you aren’t perfect yourself. Phi could be referencing it to say that either he gets shunned for his drug-addicted lifestyle when it isn’t much worse than anyone else’s or it’s a reference to racism and prejudice against black communities. “I’ve been red” is a homophone for “I’ve been read” which could mean that Phi is a religious guy hence the references. Many black communities are heavily into Christianity so it wouldn’t be a shock.","I been stoned; ever since the days of creation, I’ve been red",Gorillaz,Clint Eastwood (Phi Life Cypher Version)
149,4001,"<|startoftext|> lyrics: I’m gonna wear the tie, want the power to leave you
 I’m aimin’ for full control of this love (Of this love). meaning:","<|startoftext|> lyrics: I’m gonna wear the tie, want the power to leave you
 I’m aimin’ for full control of this love (Of this love). meaning: I can’t let you go, I can’t let you go
 I’m gonna take control of this love, I can’t let you go (Ooh)
",top-p sampling,0.95,gpt2-medium,lyrics_meaning,," I can’t let you go, I can’t let you go
 I’m gonna take control of this love, I can’t let you go (Ooh)
","Gaga wears the pants in this relationship, as guys are traditionally the dominant partner, and they traditionally wear ties.



However, in a conversation with Mirror, Gaga admitted that, at least in her relationship to Taylor Kinney, the case might be a little different:

He is totally in charge. I mean when I am home I am like, shoes are off, I’m making him dinner.","I’m gonna wear the tie, want the power to leave you
 I’m aimin’ for full control of this love (Of this love)",Lady Gaga,G.U.Y.
150,5001,"<|startoftext|> lyrics: Soon all that Gucci don’t fit, now you out of dough
 One day your pocket’s alright now they all wrong. meaning:","<|startoftext|> lyrics: Soon all that Gucci don’t fit, now you out of dough
 One day your pocket’s alright now they all wrong. meaning: Everything people say is wrong. Gucci is so influential, he’s one of the leaders of what’s out there, but all that comes with time, he’s falling from grace. He’s no longer just one of the 50 Cent, Jay Z, and T.I. He’s stuck in an old school Benz where his generation are now. We all know what kind of wealth they have, but they’re all lying about the fake riches they’ve been making up. ",top-p sampling,0.95,gpt2-medium,lyrics_meaning,," Everything people say is wrong. Gucci is so influential, he’s one of the leaders of what’s out there, but all that comes with time, he’s falling from grace. He’s no longer just one of the 50 Cent, Jay Z, and T.I. He’s stuck in an old school Benz where his generation are now. We all know what kind of wealth they have, but they’re all lying about the fake riches they’ve been making up. ","A rare Ludacris Double Meaning!!

Purchasing Gucci clothing is an expensive habit, which ties back in with the theme of the song.

Ludacris spins this in two ways. Firstly, he explains that when you’re hot, and you’re relevant in the game, your money is good and your figure is good, the Gucci fits perfectly over your sculpted frame. However, when you fall off (in both a physical and metaphorical sense), your game is much less tight than it was. All of a sudden, that Gucci doesn’t physically fit, nor does it fit with your image. It becomes worthless.

He plays on the word “pockets” to mean both the pockets on your expensive clothing not working anymore, and to indicate you no longer have the bank-roll you once did.","Soon all that Gucci don’t fit, now you out of dough
 One day your pocket’s alright now they all wrong",Ludacris,Money
151,6001,<|startoftext|> lyrics: He wanna taste of my goodies. meaning:,"<|startoftext|> lyrics: He wanna taste of my goodies. meaning: Chew some, take some, get a prize. reply
He can taste my goodies. This may refer to when a man takes the woman after tying her up in some sort of casino. However, he can eat everything she ‘eat’ for some sexual pleasure. ",top-p sampling,0.95,gpt2-medium,lyrics_meaning,," Chew some, take some, get a prize. reply
He can taste my goodies. This may refer to when a man takes the woman after tying her up in some sort of casino. However, he can eat everything she ‘eat’ for some sexual pleasure. ","In 2004, Ciara dropped her album and chart-topping single, “Goodies.” Since then, a girl’s body and everything that comes with it is known as her goodies. Ciara and Missy are also really good friends, collaborating on Ciara’s “1, 2 Step” and Missy’s “Lose Control” a year later.",He wanna taste of my goodies,Missy Elliott,DripDemeanor
152,7001,"<|startoftext|> lyrics: Sleep now in the fire
 Sleep now in the fire
 Sleep now in the fire
 Sleep now in the fire. meaning:","<|startoftext|> lyrics: Sleep now in the fire
 Sleep now in the fire
 Sleep now in the fire
 Sleep now in the fire. meaning: Women with drunk girls or from a filthy past will regret this type of relationship ",top-p sampling,0.95,gpt2-medium,lyrics_meaning,, Women with drunk girls or from a filthy past will regret this type of relationship ,People are in the midst of a society that is destroying their interests (‘the fire’) and the speaker who represents the powers that be is encouraging them to be complacent (‘sleep now’).,"Sleep now in the fire
 Sleep now in the fire
 Sleep now in the fire
 Sleep now in the fire",Rage Against the Machine,Sleep Now in the Fire
153,8001,"<|startoftext|> lyrics: Flashbacks waking me up
 I get drunk, but it’s not enough
 ’Cause the morning comes and you’re not my baby. meaning:","<|startoftext|> lyrics: Flashbacks waking me up
 I get drunk, but it’s not enough
 ’Cause the morning comes and you’re not my baby. meaning: my lover isn’t my baby
 I woke up a year ago and he ain’t my baby.


Advocates of “memory enhancement therapy” try to cover this up by claiming they’re not aware of the effect its like, which brings up the question: why do people like this but don’t want their partner to realize it? This is mainly because the media portrays masturbation as an abuse of power; whereas it wasn’t until a researcher discovered the same feeling in later life. ",top-p sampling,0.95,gpt2-medium,lyrics_meaning,," my lover isn’t my baby
 I woke up a year ago and he ain’t my baby.


Advocates of “memory enhancement therapy” try to cover this up by claiming they’re not aware of the effect its like, which brings up the question: why do people like this but don’t want their partner to realize it? This is mainly because the media portrays masturbation as an abuse of power; whereas it wasn’t until a researcher discovered the same feeling in later life. ","In the Netflix film Someone Great, which serves as the inspiration for this song, the protagonist’s relationship with her ex-boyfriend is shown through flashbacks, brought on by seeing different reminders of her past.

In an interview on the Elvis Duran Show, Taylor recalled how she ended up writing this song:

I cried watching the movie, and so, for, like, a week, I start waking up from dreams that I’m living out that scenario, that that’s happening to me. And I just would wake up and I’m like, ‘Oh my God, I’m writing a break-up song.’

Throughout the movie, the protagonist periodically gets drunk and high, in an effort to deal with the pain of the failed relationship.","Flashbacks waking me up
 I get drunk, but it’s not enough
 ’Cause the morning comes and you’re not my baby",Taylor Swift,Death by a Thousand Cuts
154,9001,<|startoftext|> lyrics: And I hide behind my mouth. meaning:,<|startoftext|> lyrics: And I hide behind my mouth. meaning: That I hide in order to reflect. All you see is the curvature of my jaw/chin when I smile. ,top-p sampling,0.95,gpt2-medium,lyrics_meaning,, That I hide in order to reflect. All you see is the curvature of my jaw/chin when I smile. ,"He’s hiding how dark/alone/depressed he feels with his words. The classic tale of saying you’re fine when you’re not or avoiding questions so people don’t realize what bad shape you’re in.

This line is extremely reminiscent of a line from “Fall Away,” one of the band’s most popular songs from their Self-Titled album.

Cause I will save face
For name’s sake

The term which he referenced, “save face,” refers to attempting to cover up your flaws in an attempt to make yourself appear as a “good” person.",And I hide behind my mouth,​twenty one pilots,The Judge
155,10001,"<|startoftext|> lyrics: I wanted to become your comfort and move your heart
 I want to take away your sadness, and pain. meaning:","<|startoftext|> lyrics: I wanted to become your comfort and move your heart
 I want to take away your sadness, and pain. meaning: I want to calm your heart and blind your soul
I want to control your stress, and then maybe I can’t leave you
But maybe that’s better, I just don’t know. answer: He wants to be your comfort, a ruler or a master for you. With the concept of “staying with a man,” and the “living life,” he wants to be the person you know and trust. ",top-p sampling,0.95,gpt2-medium,lyrics_meaning,," I want to calm your heart and blind your soul
I want to control your stress, and then maybe I can’t leave you
But maybe that’s better, I just don’t know. answer: He wants to be your comfort, a ruler or a master for you. With the concept of “staying with a man,” and the “living life,” he wants to be the person you know and trust. ","almost a profession, expressing your undying love for sb.

past tense “wanted” vs. present tense “want”
“I wanted to become your comfort and move your heart” -> i wanted to be the best, i would have done anything to make you happy, i wanted you to love me

“I want to take away your sadness, and pain” -> but i know now that you’re hurting, hurting inside. so now all i want to do is to dissolve your sadness, your pain. all i want is to see you happy.","I wanted to become your comfort and move your heart
 I want to take away your sadness, and pain",Genius English Translations,BTS - Magic Shop (English Translation)
156,11001,"<|startoftext|> lyrics: This for my niggas that was tossed in the graves
 Every so often I fade deep in my thoughts
 And then get lost in the days
 We used to play before your coffin was made
 Just got the call nigga got caught with a stray
 Hope he’s okay. meaning:","<|startoftext|> lyrics: This for my niggas that was tossed in the graves
 Every so often I fade deep in my thoughts
 And then get lost in the days
 We used to play before your coffin was made
 Just got the call nigga got caught with a stray
 Hope he’s okay. meaning: Thanks to them police and being in prison we got to reach your house, now we are thinking ‘Did you know that this is the body of one of the best guitarists in the world?’ ",top-p sampling,0.95,gpt2-medium,lyrics_meaning,," Thanks to them police and being in prison we got to reach your house, now we are thinking ‘Did you know that this is the body of one of the best guitarists in the world?’ ","Cole previously spoke of losing his friends on “Knock Tha Hustle” and now reminisces about when they were still alive. His wordplay with “days”—which sounds similar to “daze”—further illustrates how much these losses affect him.



The mentioning of his friend getting shot fits well within the song since Cole later refers to the Ferguson case in verse two.","This for my niggas that was tossed in the graves
 Every so often I fade deep in my thoughts
 And then get lost in the days
 We used to play before your coffin was made
 Just got the call nigga got caught with a stray
 Hope he’s okay",J. Cole,January 28th
157,12001,<|startoftext|> lyrics: Like a kid out in the rain. meaning:,"<|startoftext|> lyrics: Like a kid out in the rain. meaning: Ewoks are behaving as normal children and eventually make it
to Wookiee-land. answer: This line could imply that Ewoks are normal children and eventually make it
to the Jabba the Hutt's capital planet—best known as the forest moon of Endor.
http://players.brightcove.net/4863540648001/HklmClHkx_default/index.html?videoId=523873053001 ",top-p sampling,0.95,gpt2-medium,lyrics_meaning,," Ewoks are behaving as normal children and eventually make it
to Wookiee-land. answer: This line could imply that Ewoks are normal children and eventually make it
to the Jabba the Hutt's capital planet—best known as the forest moon of Endor.
http://players.brightcove.net/4863540648001/HklmClHkx_default/index.html?videoId=523873053001 ","Free, without concern for consequences that might be apparent to others. A kid playing in the rain is having a good time but to adults looking on they are just getting wet. The narrator sees Tommy’s piano playing of emblematic of the way he lived his life.",Like a kid out in the rain,Butthole Surfers,Pepper
158,1207,"<|startoftext|> lyrics: From underneath the rubble, sing a rebel song. meaning:","<|startoftext|> lyrics: From underneath the rubble, sing a rebel song. meaning: The poet or activist from beneath the rubble of society, lit like a bullet as he sings a defiant song on the front cover of the album as stated in the title.",top-p sampling,0.95,gpt2-medium,lyrics_meaning,," The poet or activist from beneath the rubble of society, lit like a bullet as he sings a defiant song on the front cover of the album as stated in the title.","Up until now he has felt overwhelmed with burdens. His life is like a wreck, that as broken down around him. But when he listens to the songs he loves he feels energized – as though he can pick up the pieces of his life again. He sings a “rebel song” because he is rebelling against life getting him down. He refuses to give up.","From underneath the rubble, sing a rebel song",Coldplay,Every Teardrop Is a Waterfall
159,2207,<|startoftext|> lyrics: No such zone. meaning:,"<|startoftext|> lyrics: No such zone. meaning: no where is my zone. answer: which is also important because if you should become silent it is, because you can get carried away, by people who just want some black guy to act like they belong to a certain field of endeavor. ",top-p sampling,0.95,gpt2-medium,lyrics_meaning,," no where is my zone. answer: which is also important because if you should become silent it is, because you can get carried away, by people who just want some black guy to act like they belong to a certain field of endeavor. ","The phrase “no such zone” in the song refers to U.S. postal zones, a predecessor of the current U.S. ZIP Code (an acronym of Zone Improvement Plan). A postal zone was a one- or two-digit number written between the city and state (“New York 1, NY”), whereas a ZIP Code is a five- or nine-digit number written after the state (“New York, NY 10001”).",No such zone,Elvis Presley,Return to Sender
160,3207,"<|startoftext|> lyrics: Sittin’ on the counter in your kitchen
 Can you hear my heartbeat fucking kickin’?
 Your eyes light up ’cause you best believe that I got something up my sleeve
 I walk my talk, no time for wishful thinking
 I push up on my toes, you call me “sweet thing”
 I’m breathing down your neck, your body screaming
 And you thought that you were the boss tonight, but I can put up one good fight
 I flip the script like I can take a beating. meaning:","<|startoftext|> lyrics: Sittin’ on the counter in your kitchen
 Can you hear my heartbeat fucking kickin’?
 Your eyes light up ’cause you best believe that I got something up my sleeve
 I walk my talk, no time for wishful thinking
 I push up on my toes, you call me “sweet thing”
 I’m breathing down your neck, your body screaming
 And you thought that you were the boss tonight, but I can put up one good fight
 I flip the script like I can take a beating. meaning: The guy’s full of shit, but you look crazy when you fight him
He’s blowing, nah, look it up! my whole life. meaning: He’s busting his ass and selling drugs, but you have no plans on ever stepping on him

2. Taking a Piss on an Idiot/No.2 Double Entendre

In “Black Mirror” about the song ""Begin Again (Double Entendre)"", Kevin then says:

And,’finally, yeah, it’s got the ‘piss on an idiot’",top-p sampling,0.95,gpt2-medium,lyrics_meaning,," The guy’s full of shit, but you look crazy when you fight him
He’s blowing, nah, look it up! my whole life. meaning: He’s busting his ass and selling drugs, but you have no plans on ever stepping on him

2. Taking a Piss on an Idiot/No.2 Double Entendre

In “Black Mirror” about the song ""Begin Again (Double Entendre)"", Kevin then says:

And,’finally, yeah, it’s got the ‘piss on an idiot’","This may be Halsey’s version of the party scene from Romeo + Juliet, where the star-crossed lovers experience love at first sight. In the literal “script” of Romeo + Juliet, Tybalt spots Romeo with Juliet and immediately wants to fight him:

https://www.youtube.com/watch?v=8JoOpx6VwHk

Solis and Luna’s fight is a metaphorical one, though, referring to their sexually-charged interaction. “If you talk the talk, you’d better walk the walk” is an idiom meaning you have to back up your claims with actions—Solis doesn’t just say he’ll take control, he gets physical and asserts his dominance.

But “flip the script” means to reverse expectations, and Solis being willing to “take a beating” in this context means he’s not afraid to take a submissive role either.

“Flip the script” also refers to the fact that Halsey gender-swapped Romeo and Juliet to create Solis and Luna.","Sittin’ on the counter in your kitchen
 Can you hear my heartbeat fucking kickin’?
 Your eyes light up ’cause you best believe that I got something up my sleeve
 I walk my talk, no time for wishful thinking
 I push up on my toes, you call me “sweet thing”
 I’m breathing down your neck, your body screaming
 And you thought that you were the boss tonight, but I can put up one good fight
 I flip the script like I can take a beating",Halsey,Heaven in Hiding
161,4207,"<|startoftext|> lyrics: Boo, let’s get acquainted (What?). meaning:","<|startoftext|> lyrics: Boo, let’s get acquainted (What?). meaning: It’s time to find your true self and make new ones, alright, to turn the things I’ve learned over time around and change my direction. ",top-p sampling,0.95,gpt2-medium,lyrics_meaning,," It’s time to find your true self and make new ones, alright, to turn the things I’ve learned over time around and change my direction. ","This line might be a reference to “Acquainted” by The Weeknd. In May 2017, Lana discussed her friendship with Abel in an interview with the Rolling  Stones:

He’s kind of the reason I was ever on the radio like six years ago. He started posting all my videos on his Tumblr and social media … He’s been in touch with me ever since then. He’s always been really supportive. He had his own path, which led him to this place that’s crazy big. But we’ve just been friends for maybe the past six years.","Boo, let’s get acquainted (What?)",Lana Del Rey,Summer Bummer
162,5207,"<|startoftext|> lyrics: Yo, as long as you know he got the baddest, I’m flattered
 I’m the only one that he answers to. meaning:","<|startoftext|> lyrics: Yo, as long as you know he got the baddest, I’m flattered
 I’m the only one that he answers to. meaning: This ain’t the first time that he messed around with the girls. In the song “Angela”, he’s saying that he’ll break any girl’s heart if she beats him and his “touch” is good. ",top-p sampling,0.95,gpt2-medium,lyrics_meaning,," This ain’t the first time that he messed around with the girls. In the song “Angela”, he’s saying that he’ll break any girl’s heart if she beats him and his “touch” is good. ",Nicki is the only one her man answers to because he knows she’s the only woman he needs.,"Yo, as long as you know he got the baddest, I’m flattered
 I’m the only one that he answers to",Maroon 5,Sugar (Remix)
163,6207,"<|startoftext|> lyrics: Its preparations are concealed, not published
 Its mistakes are buried, not headlined
 Its dissenters are silenced, not praised. meaning:","<|startoftext|> lyrics: Its preparations are concealed, not published
 Its mistakes are buried, not headlined
 Its dissenters are silenced, not praised. meaning: The people with the power try to hide what they are going to do. ",top-p sampling,0.95,gpt2-medium,lyrics_meaning,, The people with the power try to hide what they are going to do. ,"These lines highlight the fact that it is no longer just the totalitarian communist governments of JFK’s time in his speech that are taking part in these acts of silencing dissent and mistakes. It is instead governments of the developed world, including the United States and Britain, who continue to do this in today’s world.

The music video includes a shot of whistleblower Edward Snowden’s face, an Anonymous hacker, and Martin Luther King Jr.","Its preparations are concealed, not published
 Its mistakes are buried, not headlined
 Its dissenters are silenced, not praised",Muse,[JFK]
